UID,Friends,Followee,Like Records,Groups
63,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 14, 15, 18, 19, 25, 27, 29, 32, 35, 36, 40, 41, 44, 45, 47, 55, 57, 58, 59, 60, 41, 71, 33, 50, 37, 21, 38, 7, 10, 64, 66, 68, 71, 76, 78, 80, 82, 85, 86, 87, 95, 97, 98]","[39, 6, 79, 2, 41, 18, 96, 69, 65, 90, 66, 29, 37, 67, 31, 45, 16, 1, 35, 49, 30, 52, 19, 64, 73, 81, 5, 8, 38, 10, 4, 68, 48, 33]","['(33,94)', '(82,90)', '(56,35)', '(53,53)', '(2,93)', '(97,67)', '(28,50)', '(43,89)', '(29,20)', '(84,9)', '(51,36)', '(54,40)', '(50,83)', '(43,70)', '(84,38)', '(32,61)', '(10,70)', '(96,12)', '(31,45)', '(43,64)', '(16,20)', '(81,58)', '(66,54)', '(19,21)', '(18,36)', '(47,43)', '(29,6)', '(79,94)', '(58,81)', '(88,60)', '(16,77)', '(83,47)', '(1,96)', '(77,99)', '(36,10)', '(62,43)', '(35,43)', '(99,11)', '(92,60)', '(30,13)', '(46,28)']","[0, 0, 0, 1, 1]"
64,"[1, 3, 5, 8, 9, 12, 15, 19, 22, 23, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 39, 40, 46, 47, 48, 51, 52, 53, 54, 57, 59, 60, 61, 66, 54, 9, 13, 49, 11, 76, 55, 21, 85, 45, 34, 2, 15, 92, 72, 12, 69, 38, 79, 7, 75, 35, 62, 63, 74, 73, 17, 65, 80, 77, 25, 83, 57, 87, 51, 6, 40, 64, 64, 42, 84, 41, 4, 78, 24, 43, 29, 14, 89, 47, 58, 3, 22, 18, 53, 56, 59, 67, 82, 60, 19, 86, 68, 70, 66, 68, 71, 74, 78, 80, 82, 83, 84, 85, 87, 93, 97, 98, 99]","[28, 55, 18, 11, 69, 34, 14, 63, 9, 85, 59, 56, 80, 16, 93, 43, 86, 32, 1, 72, 17, 20, 96, 49, 77, 2, 58, 23, 47, 60, 64, 57, 71, 65, 74, 15, 87, 91]","['(19,68)', '(33,94)', '(59,92)', '(86,86)', '(75,83)', '(63,69)', '(65,24)', '(10,51)', '(47,66)', '(26,19)', '(74,58)', '(69,70)', '(35,59)', '(17,95)', '(14,64)', '(58,22)', '(65,51)', '(32,69)', '(32,75)', '(32,23)', '(57,5)', '(94,24)', '(56,100)', '(63,35)']","[1, 1, 1, 1, 0]"
65,"[1, 3, 5, 6, 9, 14, 15, 19, 21, 22, 23, 25, 27, 29, 32, 36, 39, 45, 46, 47, 51, 54, 55, 56, 57, 59, 62, 64, 53, 13, 98, 60, 24, 73, 97, 83, 9, 17, 36, 27, 46, 4, 6, 44, 92, 2, 23, 66, 26, 14, 5, 57, 39, 65, 65, 38, 48, 11, 8, 21, 62, 49, 10, 80, 50, 15, 84, 40, 3, 75, 82, 41, 85, 79, 95, 66, 67, 68, 69, 71, 74, 75, 80, 82, 95, 97, 99]","[69, 63, 75, 19, 30, 21, 52, 25, 91, 41, 24, 44, 20, 39, 84, 89, 72, 11, 48, 23, 15, 86, 42, 90, 67, 58, 56, 59, 65, 33, 36, 85, 47, 99, 68, 6, 57, 28, 98, 35, 51, 94, 26, 97, 87]","['(86,43)', '(63,0)', '(94,90)', '(1,2)', '(19,0)', '(59,80)', '(3,24)', '(13,73)']","[0, 0, 1, 1, 1]"
66,"[3, 6, 8, 15, 19, 22, 23, 28, 29, 32, 35, 36, 39, 45, 47, 48, 51, 54, 55, 56, 57, 59, 60, 62, 64, 65, 64, 79, 7, 28, 74, 14, 38, 42, 6, 69, 21, 97, 62, 82, 55, 23, 80, 51, 94, 78, 26, 30, 59, 81, 65, 35, 60, 85, 61, 53, 63, 10, 70, 75, 20, 76, 84, 47, 15, 4, 77, 34, 22, 41, 1, 57, 68, 71, 72, 74, 75, 78, 80, 82, 83, 86, 87, 88, 89, 93, 95, 98, 99]","[70, 67, 93, 0, 46, 90, 39, 91, 2, 15, 54, 68, 82, 25, 99, 55, 3, 56, 33, 14, 74, 64, 77, 9, 79, 34, 94, 49, 97, 30, 80, 1, 52, 28, 36, 81, 92, 4, 86, 98, 27, 89, 6, 59, 24, 18, 63, 35, 83, 65, 51, 17, 96]","['(75,81)', '(100,62)', '(5,76)', '(22,76)', '(52,92)', '(42,60)', '(3,100)', '(76,14)', '(41,75)', '(15,1)', '(69,65)', '(55,27)', '(40,46)', '(34,53)', '(7,30)', '(45,0)', '(79,26)', '(42,90)', '(52,1)', '(10,23)', '(20,40)', '(89,19)', '(39,49)', '(68,45)', '(71,6)', '(36,87)', '(15,49)', '(34,75)', '(19,47)', '(88,32)', '(92,54)', '(96,42)', '(37,81)', '(99,73)', '(24,50)', '(49,75)']","[0, 0, 1, 1, 0]"
67,"[1, 3, 5, 6, 7, 8, 14, 16, 19, 23, 24, 25, 26, 27, 28, 32, 36, 39, 40, 44, 45, 46, 47, 49, 50, 51, 54, 57, 59, 60, 64, 65, 85, 86, 57, 17, 27, 35, 34, 15, 29, 14, 89, 83, 68, 71, 74, 75, 80, 82, 83, 84, 87, 88, 93, 95, 97, 99]","[66, 97, 45, 56, 73, 15]","['(96,96)', '(51,27)', '(92,85)', '(36,86)', '(16,54)', '(18,45)', '(25,87)', '(89,31)', '(88,20)', '(31,71)', '(70,52)', '(24,31)', '(48,49)', '(85,11)', '(51,52)', '(17,28)', '(40,84)', '(10,8)', '(84,65)', '(93,65)']","[1, 0, 0, 0, 1]"
68,"[1, 3, 6, 8, 9, 14, 15, 22, 23, 25, 27, 29, 31, 32, 35, 36, 37, 39, 40, 43, 44, 45, 46, 47, 50, 51, 55, 56, 57, 59, 60, 62, 64, 54, 14, 43, 68, 68, 55, 87, 99, 72, 51, 94, 36, 89, 82, 48, 71, 44, 90, 96, 70, 26, 2, 20, 92, 19, 64, 21, 37, 41, 76, 27, 40, 63, 91, 74, 35, 50, 47, 97, 29, 69, 85, 25, 39, 34, 33, 59, 10, 80, 95, 0, 62, 22, 84, 86, 93, 16, 11, 13, 53, 5, 42, 67, 15, 6, 57, 1, 66, 60, 65, 23, 81, 79, 46, 30, 77, 18, 56, 12, 88, 49, 7, 8, 9, 4, 24, 3, 38, 58, 52, 83, 75, 31, 61, 78, 32, 17, 69, 71, 73, 75, 76, 78, 80, 82, 85, 86, 87, 95, 99]","[15, 64, 85, 43, 63, 78, 92, 68, 32, 4, 36, 19, 67, 44]","['(37,96)', '(82,53)', '(52,53)', '(65,52)', '(93,86)', '(42,30)', '(63,88)', '(13,96)', '(99,28)', '(22,99)', '(22,20)', '(11,41)', '(22,13)', '(64,59)', '(51,87)', '(27,53)', '(48,76)', '(23,55)', '(74,62)', '(72,100)', '(1,95)', '(44,82)', '(40,91)', '(34,79)', '(25,75)', '(37,29)', '(34,99)', '(95,83)', '(47,84)', '(80,76)', '(49,41)', '(79,10)', '(92,41)', '(15,55)', '(74,6)', '(7,23)', '(36,93)', '(50,54)', '(100,53)', '(48,56)', '(60,61)', '(4,51)', '(73,45)', '(50,41)', '(18,35)', '(54,66)', '(48,87)', '(74,5)', '(14,40)', '(54,7)', '(46,61)', '(48,36)', '(33,36)', '(57,96)', '(7,87)', '(42,32)', '(55,2)', '(34,96)', '(62,56)', '(23,77)', '(46,44)']","[1, 1, 0, 0, 1]"
69,"[1, 3, 4, 5, 6, 8, 11, 14, 15, 19, 20, 21, 23, 25, 26, 27, 28, 32, 36, 39, 40, 43, 46, 47, 51, 56, 57, 58, 60, 64, 66, 68, 69, 69, 2, 79, 50, 59, 10, 49, 65, 26, 71, 95, 81, 31, 83, 80, 89, 68, 8, 45, 44, 99, 37, 4, 0, 42, 22, 94, 25, 54, 29, 85, 88, 58, 86, 70, 18, 71, 75, 77, 80, 82, 83, 86, 87, 89, 90, 93, 95, 98, 99]","[48, 54, 25, 27, 68, 94, 38, 50, 80, 20, 70, 62, 84, 16, 18, 31, 81, 90, 39, 45, 75, 76, 56, 9, 30, 85, 57, 69, 78, 11, 36, 34, 61, 60, 83, 3, 63, 15, 2, 98, 5, 77, 71, 26, 6, 19, 86, 29, 40, 67, 64, 97, 46, 95, 88, 24, 8, 91]","['(31,35)', '(36,36)', '(1,6)', '(50,72)', '(91,2)', '(5,36)', '(79,36)', '(46,86)', '(53,39)', '(75,74)', '(1,66)', '(64,8)', '(67,98)', '(61,59)', '(69,67)', '(51,15)', '(85,68)', '(49,29)', '(15,79)', '(85,54)', '(83,34)', '(97,52)', '(19,23)', '(56,0)', '(17,29)', '(99,60)', '(91,85)', '(35,58)', '(11,86)', '(96,62)', '(2,40)', '(54,31)', '(13,88)', '(23,70)', '(75,82)', '(60,90)', '(77,96)', '(66,19)', '(93,57)', '(59,6)', '(29,29)', '(5,34)', '(84,20)', '(8,51)', '(8,6)', '(13,10)', '(14,24)', '(40,48)', '(70,52)', '(4,62)', '(38,68)', '(53,18)', '(35,34)', '(77,78)', '(46,63)', '(66,28)', '(13,8)', '(69,78)', '(20,28)', '(11,6)', '(66,94)', '(65,34)', '(33,15)', '(49,47)', '(46,99)', '(54,13)', '(45,72)', '(53,29)', '(85,6)', '(5,79)', '(88,99)', '(48,21)', '(95,24)', '(2,0)', '(32,89)', '(29,41)', '(68,84)', '(14,45)', '(13,15)', '(13,25)', '(77,73)', '(16,49)', '(53,53)', '(12,53)', '(23,26)', '(99,74)', '(35,19)', '(46,98)', '(82,4)', '(11,15)', '(12,83)', '(27,85)', '(91,93)', '(68,68)', '(39,31)', '(94,80)', '(95,62)', '(3,92)', '(47,31)']","[1, 1, 0, 0, 0]"
70,"[1, 2, 3, 5, 6, 18, 19, 21, 23, 25, 27, 28, 29, 30, 31, 32, 34, 36, 39, 40, 43, 45, 46, 47, 48, 51, 53, 54, 55, 58, 59, 60, 64, 66, 68, 69, 24, 78, 90, 37, 99, 88, 58, 71, 72, 73, 74, 75, 76, 78, 79, 80, 82, 85, 86, 87, 91, 93, 95, 98, 99]","[24, 32, 55, 68, 45, 52, 97, 46, 54, 80, 15, 89, 77, 42, 10, 66, 95, 72, 34, 30, 64, 43, 60, 8, 7, 86]","['(36,25)', '(23,38)', '(42,92)', '(60,13)', '(55,93)', '(83,22)', '(95,97)', '(88,14)', '(92,92)', '(61,82)', '(10,15)', '(60,42)', '(93,60)', '(66,16)', '(71,25)', '(7,66)', '(32,66)', '(85,2)', '(48,43)', '(79,93)', '(32,25)', '(63,94)', '(14,14)', '(79,26)', '(39,86)', '(36,82)', '(76,48)', '(38,40)', '(82,61)', '(52,91)', '(72,44)', '(5,84)', '(92,35)', '(44,47)', '(8,21)', '(33,80)', '(3,88)', '(66,74)', '(58,58)', '(48,7)', '(84,78)', '(54,1)', '(44,87)', '(35,0)', '(48,49)', '(87,29)', '(93,40)', '(56,67)', '(69,72)', '(83,47)', '(11,78)', '(36,2)', '(27,31)', '(5,98)', '(61,64)', '(44,14)', '(62,21)', '(50,100)', '(89,98)', '(30,20)', '(1,63)', '(71,32)', '(27,26)', '(95,25)', '(92,95)', '(17,40)', '(69,86)', '(78,55)']","[1, 1, 0, 1, 0]"
71,"[3, 5, 6, 7, 8, 9, 10, 12, 15, 16, 21, 23, 25, 27, 30, 31, 32, 35, 36, 39, 40, 45, 47, 48, 51, 53, 56, 57, 58, 59, 60, 61, 63, 68, 69, 96, 31, 33, 74, 91, 66, 20, 47, 49, 4, 13, 28, 61, 24, 53, 80, 36, 73, 81, 57, 58, 40, 64, 70, 14, 7, 19, 21, 34, 46, 9, 83, 32, 56, 82, 22, 41, 6, 78, 79, 87, 50, 60, 45, 43, 42, 88, 69, 63, 68, 51, 98, 48, 12, 26, 75, 71, 71, 67, 27, 37, 29, 94, 16, 72, 62, 90, 38, 97, 77, 54, 5, 10, 59, 15, 84, 92, 17, 99, 93, 18, 85, 1, 55, 8, 89, 52, 76, 11, 25, 35, 0, 65, 95, 39, 76, 80, 82, 86, 87, 91, 93, 97, 99]","[79, 30, 57, 86, 5, 21, 37, 88, 78, 90, 29, 89, 6, 68, 77, 63, 84, 40, 33, 41, 46, 48, 85, 50, 93, 61, 35, 91, 97, 28, 75, 22, 92, 45, 76, 20, 56, 51, 43, 95, 99, 69, 81, 60, 23, 7, 59, 2, 53, 49, 96, 16, 34, 18, 14, 1, 80, 38, 19, 47, 73, 64, 70, 42, 8, 58, 32, 9, 65, 0, 94, 31]","['(22,39)', '(73,20)', '(68,77)', '(29,90)', '(11,59)', '(0,34)', '(51,90)', '(85,79)', '(99,83)', '(15,38)', '(48,40)', '(62,55)', '(16,91)', '(69,73)', '(7,62)', '(81,93)', '(41,40)', '(0,6)', '(60,79)', '(32,1)', '(21,81)', '(33,76)', '(25,88)', '(57,87)', '(53,44)', '(17,50)', '(17,79)', '(70,43)', '(56,97)']","[1, 0, 0, 1, 1]"
72,"[1, 3, 6, 8, 13, 15, 17, 19, 23, 29, 32, 33, 36, 39, 40, 46, 47, 51, 54, 57, 59, 60, 64, 68, 71, 12, 90, 91, 70, 30, 35, 46, 48, 57, 14, 43, 13, 59, 81, 38, 40, 11, 16, 61, 29, 66, 28, 39, 74, 78, 80, 82, 83, 91, 93, 95, 97, 98, 99]","[25, 13, 74, 63, 60, 20, 5, 31, 89, 44, 67, 79, 10, 49, 64, 91, 30, 90, 99, 12, 87, 43, 19, 65, 22, 36, 57, 48, 81, 77, 46, 75, 35, 84, 16, 6, 18, 40, 15, 39, 9, 53, 8, 45, 78, 56, 23, 94, 2, 26, 3, 76, 52, 11, 88, 4, 86, 54, 93, 69, 98, 72, 58, 0, 55, 80, 32, 47, 71, 27, 17, 96, 59, 61, 62, 38, 92, 1, 50, 7, 97, 33, 82, 68, 24, 51, 85, 73, 21, 66]","['(17,25)', '(59,64)', '(20,37)', '(9,56)', '(88,26)', '(39,97)', '(81,28)', '(6,90)', '(2,43)', '(64,14)', '(72,40)', '(16,11)', '(41,67)', '(24,52)', '(55,48)', '(71,3)', '(47,91)', '(13,68)', '(96,66)', '(72,69)', '(100,21)', '(86,84)', '(20,52)', '(19,69)', '(67,21)', '(30,81)', '(46,31)', '(72,89)', '(22,61)', '(99,79)', '(9,65)', '(1,71)']","[0, 1, 1, 0, 1]"
73,"[3, 7, 8, 12, 14, 15, 19, 23, 25, 27, 28, 29, 31, 34, 36, 37, 40, 42, 43, 45, 47, 48, 50, 51, 54, 55, 56, 57, 58, 59, 60, 64, 65, 71, 85, 60, 9, 0, 30, 82, 38, 95, 40, 73, 73, 18, 68, 70, 27, 4, 55, 74, 35, 90, 12, 57, 83, 2, 46, 28, 97, 89, 86, 25, 10, 77, 81, 26, 94, 88, 11, 59, 7, 75, 76, 78, 79, 80, 82, 87, 88, 91, 93, 95, 97]","[29, 10, 99, 78, 15, 60, 98, 74, 28, 44, 27, 87, 33, 41, 31, 97, 89, 96, 9, 75, 21, 14, 12, 83, 66, 38, 62, 91, 2, 45, 61, 22, 18, 95, 43, 64, 90, 5, 46, 25, 58, 69, 1, 23, 40, 0, 20, 49, 77, 32, 47, 30, 57, 56, 51, 17, 76, 88]","['(65,43)', '(42,24)', '(12,98)', '(76,6)', '(52,57)', '(73,0)', '(83,42)', '(7,98)', '(94,74)', '(85,57)', '(51,50)', '(94,4)', '(16,48)', '(85,17)', '(93,39)', '(1,12)', '(75,44)', '(59,13)', '(0,4)', '(69,26)', '(6,70)', '(88,8)', '(67,32)', '(64,48)', '(75,87)', '(67,98)', '(36,7)', '(2,72)', '(10,7)', '(53,98)', '(51,54)', '(68,68)', '(78,63)', '(12,75)', '(94,49)', '(10,19)', '(100,45)', '(4,52)', '(71,15)', '(51,3)', '(84,63)', '(79,11)', '(37,100)', '(40,61)', '(19,55)', '(98,59)']","[0, 1, 1, 1, 1]"
74,"[3, 4, 5, 6, 7, 11, 15, 19, 22, 23, 25, 27, 28, 32, 35, 36, 37, 39, 43, 45, 46, 47, 50, 54, 55, 58, 59, 60, 61, 64, 66, 68, 71, 73, 72, 62, 92, 48, 40, 6, 2, 42, 10, 91, 50, 23, 65, 49, 12, 60, 4, 93, 33, 85, 64, 66, 35, 28, 70, 67, 32, 81, 5, 77, 82, 0, 54, 53, 58, 18, 36, 15, 59, 47, 9, 29, 34, 1, 43, 94, 79, 80, 52, 39, 55, 24, 88, 90, 37, 19, 41, 38, 99, 8, 16, 57, 14, 17, 51, 27, 80, 82, 83, 85, 87, 91, 95, 96, 97, 99]","[65, 96, 40, 80, 98, 5, 83, 58, 4, 68, 87, 93, 99, 59, 27, 50, 54]","['(96,23)', '(10,44)', '(42,75)', '(31,89)', '(55,71)', '(15,28)', '(40,86)', '(70,6)', '(97,88)', '(81,22)', '(24,46)', '(70,100)', '(3,43)', '(66,60)', '(92,43)', '(61,92)', '(4,32)', '(2,18)', '(29,19)', '(53,55)', '(82,20)', '(73,47)', '(15,80)', '(100,42)', '(91,4)', '(22,31)', '(71,79)', '(38,90)', '(51,19)', '(24,98)', '(71,81)', '(17,26)', '(94,91)', '(87,64)', '(79,92)', '(79,45)', '(8,54)']","[0, 1, 0, 1, 0]"
75,"[1, 3, 5, 6, 8, 11, 15, 17, 19, 21, 22, 23, 25, 28, 30, 31, 36, 39, 40, 44, 46, 47, 48, 51, 54, 57, 58, 59, 60, 62, 64, 65, 66, 68, 71, 4, 44, 33, 8, 59, 53, 68, 32, 25, 84, 28, 43, 13, 7, 81, 61, 58, 69, 95, 82, 38, 34, 98, 99, 50, 88, 10, 24, 62, 66, 6, 18, 23, 46, 83, 90, 0, 12, 42, 60, 96, 76, 15, 1, 16, 91, 77, 70, 93, 31, 73, 54, 41, 65, 67, 27, 56, 19, 76, 77, 80, 82, 83, 86, 87, 89, 90, 95, 97, 98, 99]","[48, 38, 86, 27, 93, 10, 45, 59, 90, 6, 88, 4, 43, 19, 31, 64, 14, 53, 89, 61, 56, 54, 85, 87, 20, 52, 75, 44, 68, 62, 66, 94, 26, 8, 60, 73, 70, 50, 98, 83, 5, 0, 74, 76, 71, 13, 39, 3, 28, 82, 30, 58, 36, 95, 55, 72, 49, 35, 81, 37, 33, 46, 51, 29, 40, 9, 32, 42, 80, 22, 79, 63]","['(89,7)', '(41,6)', '(69,30)', '(74,20)', '(97,60)', '(77,4)', '(22,58)', '(23,11)', '(57,24)', '(4,10)', '(12,36)', '(33,9)', '(84,41)', '(21,23)', '(53,70)', '(84,70)', '(19,88)', '(78,65)', '(65,40)', '(98,47)', '(100,5)', '(39,80)', '(4,87)', '(9,94)', '(87,87)', '(65,83)', '(42,39)', '(55,49)', '(47,89)', '(65,79)', '(26,76)', '(47,30)', '(46,36)', '(17,38)', '(52,36)', '(43,96)', '(6,21)', '(39,18)', '(92,22)', '(7,36)', '(23,52)', '(66,66)', '(13,55)', '(94,83)', '(57,20)', '(24,71)', '(93,21)', '(60,4)', '(74,92)', '(96,51)', '(17,13)', '(10,3)']","[0, 1, 0, 1, 1]"
76,"[3, 5, 6, 8, 14, 15, 16, 23, 25, 26, 28, 31, 32, 33, 36, 39, 40, 43, 45, 47, 51, 55, 57, 58, 59, 60, 64, 66, 68, 71, 75, 31, 70, 30, 14, 1, 17, 6, 21, 9, 43, 25, 3, 61, 49, 60, 32, 39, 34, 58, 63, 48, 11, 84, 79, 86, 41, 2, 82, 73, 56, 33, 93, 24, 85, 90, 47, 71, 7, 76, 76, 94, 81, 88, 28, 80, 75, 68, 78, 80, 82, 83, 85, 86, 87, 90, 93, 95, 97, 98, 99]","[31, 42, 20, 9, 97, 50, 29, 25, 38, 79, 54, 47, 98, 78, 80, 45, 60, 44, 39, 73, 18, 90, 4, 34, 89, 28, 86, 6, 67, 53, 7, 88, 95, 96, 66, 83, 94, 65, 37, 16, 62, 35, 57, 55, 41, 87]","['(28,46)', '(8,2)', '(8,57)', '(82,66)', '(69,80)', '(58,76)', '(87,89)', '(71,74)', '(12,79)', '(9,16)', '(2,68)', '(98,7)', '(17,59)', '(1,24)', '(51,100)', '(74,93)', '(95,23)', '(21,62)', '(41,9)', '(17,13)', '(86,91)', '(38,30)', '(22,56)', '(43,94)', '(53,95)', '(76,44)', '(49,3)', '(6,69)', '(30,69)', '(18,70)', '(86,32)', '(54,30)', '(68,90)', '(40,32)', '(42,93)', '(35,100)', '(30,18)', '(92,62)', '(0,99)', '(99,11)', '(60,14)', '(96,51)', '(95,85)', '(54,8)', '(21,52)', '(9,96)', '(23,99)', '(34,79)', '(24,86)', '(91,24)', '(8,58)', '(30,95)', '(98,5)', '(36,27)', '(35,0)', '(60,33)', '(98,36)', '(33,22)', '(72,85)', '(95,76)', '(57,96)', '(12,88)', '(1,63)', '(1,86)', '(12,73)', '(97,37)', '(17,34)', '(58,39)', '(33,6)', '(57,77)', '(70,72)', '(14,42)', '(3,43)', '(89,66)', '(63,12)', '(14,13)', '(73,59)', '(66,45)', '(58,44)', '(4,98)', '(81,52)', '(24,76)', '(25,35)', '(10,42)', '(24,71)', '(84,62)']","[1, 0, 0, 0, 1]"
77,"[1, 5, 8, 9, 15, 17, 19, 21, 23, 25, 27, 31, 34, 35, 36, 37, 39, 47, 51, 53, 54, 57, 58, 59, 60, 61, 64, 66, 68, 71, 73, 74, 75, 3, 61, 18, 32, 7, 84, 39, 90, 94, 62, 79, 91, 5, 88, 57, 69, 22, 95, 52, 10, 8, 25, 35, 56, 19, 77, 77, 99, 48, 80, 86, 49, 16, 23, 93, 40, 41, 83, 17, 31, 9, 47, 75, 78, 78, 80, 82, 83, 86, 87, 92, 93, 95, 97, 98, 99]","[30, 50, 46, 18, 6, 28, 44, 92, 5, 60, 64, 97, 87, 1, 3, 55, 63, 91, 93, 16, 37, 96, 53, 76, 67, 69, 19, 98, 24, 20, 27, 38, 77, 11, 48, 29, 84, 71, 82, 51, 81, 41, 52, 47, 80, 25, 74, 45, 94, 36, 62, 9, 13, 0]","['(18,99)', '(86,28)', '(96,62)', '(68,19)', '(76,10)', '(65,36)', '(59,43)', '(86,90)', '(43,46)', '(9,30)', '(85,46)', '(36,72)', '(18,54)', '(56,79)', '(18,42)', '(51,10)', '(3,91)', '(99,12)', '(19,94)', '(85,38)', '(5,3)', '(76,94)', '(30,80)', '(63,8)', '(48,65)', '(29,19)', '(33,87)', '(98,5)', '(47,13)', '(70,56)', '(9,83)', '(72,14)', '(42,20)', '(9,66)', '(60,34)', '(0,41)', '(57,89)', '(42,82)', '(14,23)', '(46,42)', '(79,37)', '(8,59)', '(92,94)', '(31,50)', '(70,63)', '(89,24)', '(56,22)', '(42,15)', '(65,11)', '(40,70)', '(99,2)', '(54,53)', '(72,36)', '(2,61)', '(91,1)']","[1, 1, 0, 0, 1]"
78,"[1, 4, 5, 6, 14, 18, 20, 23, 25, 27, 28, 29, 31, 34, 36, 37, 39, 40, 43, 46, 47, 48, 51, 55, 56, 57, 59, 60, 61, 64, 66, 68, 70, 71, 77, 72, 6, 95, 48, 73, 13, 14, 42, 45, 26, 60, 91, 57, 12, 52, 19, 83, 25, 36, 55, 89, 64, 28, 7, 77, 86, 63, 4, 96, 34, 70, 31, 30, 0, 23, 49, 22, 37, 80, 10, 41, 76, 66, 68, 24, 5, 85, 53, 80, 81, 82, 83, 85, 87, 88, 89, 92, 93, 95, 97, 99]","[71, 29, 44, 83, 61, 70, 32, 51, 67, 49, 85, 14, 81, 28, 11, 93, 26, 52, 80, 13, 59, 21, 33, 2, 62, 84, 1, 19, 79, 78, 54, 22, 73, 48, 60, 39, 3, 50, 6, 31, 8, 9, 23, 86, 0, 92, 4, 87, 25, 20, 18, 34, 35, 30, 95, 15, 47, 75, 72, 41, 43, 68, 63, 66, 12, 82, 37, 56, 96, 16, 90, 77, 99, 46, 17, 27, 40, 42, 76, 98, 55, 94]","['(100,46)', '(47,14)', '(95,76)', '(41,95)', '(96,100)', '(89,76)', '(94,78)', '(59,95)']","[0, 0, 0, 1, 0]"
79,"[1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 19, 21, 22, 25, 27, 28, 31, 32, 33, 36, 37, 39, 40, 45, 46, 47, 51, 54, 57, 58, 59, 60, 62, 64, 65, 66, 68, 69, 71, 74, 76, 77, 11, 61, 32, 22, 80, 4, 44, 52, 34, 56, 73, 54, 62, 70, 6, 80, 83, 87, 88, 90, 95, 97, 98]","[66, 15, 73, 16, 69, 50, 60, 6, 90, 5, 63, 64, 4, 82, 7, 41, 17, 58, 26, 33, 43]","['(70,11)', '(39,63)', '(6,93)', '(0,43)', '(47,38)', '(39,26)', '(90,79)', '(60,42)', '(36,29)', '(79,84)', '(22,49)', '(98,96)', '(54,75)', '(36,70)', '(94,55)', '(26,72)', '(83,52)', '(21,76)', '(90,35)', '(3,48)', '(26,50)', '(7,36)', '(19,16)', '(62,66)', '(83,7)', '(60,12)', '(86,100)', '(28,59)', '(36,14)', '(17,30)', '(48,2)', '(2,39)', '(80,11)']","[1, 0, 0, 0, 1]"
80,"[1, 2, 3, 4, 6, 7, 8, 10, 15, 19, 21, 22, 23, 25, 26, 27, 28, 35, 36, 39, 40, 43, 45, 46, 47, 51, 54, 55, 57, 58, 59, 60, 64, 65, 66, 68, 69, 71, 74, 76, 77, 78, 79, 64, 74, 95, 13, 86, 7, 17, 38, 10, 23, 59, 4, 81, 73, 71, 68, 12, 79, 85, 26, 5, 31, 94, 66, 69, 80, 80, 51, 34, 90, 97, 20, 27, 29, 15, 55, 88, 53, 65, 56, 50, 61, 83, 67, 63, 49, 48, 33, 1, 78, 19, 24, 9, 52, 82, 57, 28, 41, 96, 92, 91, 3, 84, 16, 21, 58, 76, 36, 25, 42, 46, 98, 32, 89, 0, 54, 75, 2, 77, 60, 18, 37, 8, 40, 11, 6, 45, 87, 39, 70, 43, 72, 22, 99, 44, 35, 47, 62, 81, 82, 85, 86, 87, 89, 93, 95, 99]","[99, 46, 19, 0, 62, 89, 90, 84, 43, 12, 48, 69, 28, 68, 16, 5, 60, 73, 8, 17, 18, 27, 52, 32, 10, 45, 4, 50, 59, 63, 76, 80, 94, 83, 22, 47, 72, 98, 77, 61, 41, 66, 64, 81, 20, 55, 37, 9, 30, 65, 34, 2, 39, 3, 31, 14, 26, 96, 87, 15, 95, 42, 58, 11, 33, 21, 1, 13, 38, 71, 74, 70, 56, 35, 86, 7, 67, 24, 92, 57, 51, 23]","['(20,61)', '(95,54)', '(52,92)', '(19,27)', '(96,24)', '(64,22)', '(58,37)', '(58,4)', '(20,21)', '(49,34)', '(85,66)', '(16,3)', '(42,52)', '(47,36)', '(73,52)', '(79,20)', '(64,60)', '(71,68)', '(32,71)', '(91,24)', '(69,84)', '(100,5)', '(42,26)', '(36,34)', '(80,32)', '(9,97)', '(33,64)', '(73,32)', '(9,40)', '(27,38)', '(87,96)', '(6,28)', '(27,89)', '(42,48)', '(89,30)', '(42,18)', '(29,2)', '(21,73)', '(82,69)', '(24,31)', '(71,86)', '(6,94)', '(33,13)', '(36,27)', '(47,1)', '(36,32)', '(25,69)', '(8,59)', '(33,35)', '(85,61)', '(26,85)', '(32,43)', '(41,7)', '(76,52)', '(2,25)', '(45,83)', '(92,62)', '(11,91)', '(26,3)', '(72,75)', '(7,9)', '(57,45)', '(43,39)', '(0,7)', '(1,33)', '(99,36)', '(43,41)', '(55,45)', '(85,48)']","[0, 1, 1, 1, 0]"
